numResources;numTasks;dbMaxX;dbMaxY;dbTasksDensity;numSolutionsFound;dblExecutionTime;iNumThreads;iTotServices;dbTraveledDistance;dbTransportTime;dbCompletionTime;dbWaitingTime;dbTotalCosts;iNumDeliveries
200;2000;142,0;142,0;0,09918666931164452;2;4675,964;7;1447;22913,00866023965;22913,008660239637;105516,85799917301;175,8493389334048;1290002,3875714925;0,0
200;2000;142,0;142,0;0,09918666931164452;2;4721,859;7;1454;22998,077515738514;22998,0775157385;105601,0536945689;150,9761788303802;1278693,1098750615;0,0
200;2000;142,0;142,0;0,09918666931164452;2;4496,567;7;1439;23267,81890305339;23267,81890305339;105191,12550061519;164,3065975618569;1328592,4593643488;0,0
200;2000;142,0;142,0;0,09918666931164452;2;4614,836;7;1428;24050,127615610352;24050,12761561036;106435,7864042725;212,65878866210284;1399717,4272285227;0,0
200;2000;142,0;142,0;0,09918666931164452;2;4667,176;7;1441;22829,933491915883;22829,93349191589;105495,39258203111;140,45909011523105;1299023,215690014;0,0
