numResources;numTasks;dbMaxX;dbMaxY;dbTasksDensity;numSolutionsFound;dblExecutionTime;iNumThreads;iTotServices;dbTraveledDistance;dbTransportTime;dbCompletionTime;dbWaitingTime;dbTotalCosts;iNumDeliveries
100;1000;142,0;142,0;0,04959333465582226;2;779,662;7;708;12131,137389819389;12131,137389819387;53234,739262640134;77,601872820739;366360,34917254554;0,0
100;711;142,0;142,0;0,04959333465582226;2;296,549;7;686;12044,062332547172;12044,06233254717;52508,47884640338;202,41651385621634;42154,2181639151;0,0
